114,152
292,424
70,82
322,56
38,117
382,317
70,347
262,270
246,164
468,375
452,232
234,28
190,250
142,210
408,82
435,444
436,409
396,373
399,280
294,325
90,446
459,2
114,376
224,117
32,343
322,280
433,376
339,332
442,214
216,429
231,161
446,86
326,268
238,57
206,86
246,388
163,390
129,397
405,152
433,250
6,164
464,94
232,98
295,136
224,94
56,119
380,100
99,364
192,183
175,112
272,310
366,57
258,393
75,110
217,212
472,322
86,268
243,84
440,122
79,0
252,71
475,98
126,93
176,198
193,250
313,203
322,270
73,203
234,157
82,270
256,306
439,446
250,101
192,407
380,234
302,296
388,336
291,385
472,317
440,117
340,277
337,290
254,94
3,103
433,343
73,427
51,161
75,226
478,85
103,226
176,296
121,360
403,338
456,84
316,208
382,400
440,341
142,46
433,91
279,33
91,211
339,47
232,348
336,158
163,334
168,183
165,294
340,393
451,1
219,5
211,1
2,254
267,445
382,395
142,432
163,226
396,168
73,152
360,245
399,75
458,161
39,159
253,119
278,441
279,28
199,166
246,98
199,413
168,407
39,33
451,225
39,280
200,5
199,287
276,409
319,203
285,439
321,133
138,277
324,138
172,22
458,385
372,71
45,103
199,161
19,441
36,283
168,420
38,329
421,210
39,28
422,422
7,341
10,248
147,235
216,353
75,332
51,285
163,54
262,176
452,318
244,289
462,350
380,70
140,70
222,121
292,204
456,208
138,393
186,204
3,348
196,87
421,434
362,119
14,357
261,234
235,343
220,53
162,359
476,406
159,61
434,0
181,210
212,234
142,8
379,82
79,446
139,82
392,268
222,345
21,212
182,327
3,343
39,0
60,221
246,348
168,410
250,71
163,152
199,236
456,59
302,248
446,360
313,96
433,439
399,446
36,214
439,110
98,436
36,232
402,60
172,92
158,194
370,95
176,248
70,364
146,94
433,7
458,100
60,319
218,100
472,282
82,176
408,99
216,176
45,294
402,284
426,22
146,215
168,364
240,389
382,64
7,285
212,327
387,179
379,175
402,140
139,175
165,84
206,103
98,161
434,394
459,140
79,166
190,15
355,366
216,171
404,240
217,234
154,196
454,308
397,201
250,429
74,105
374,217
139,332
102,432
0,421
102,23
262,12
285,126
177,35
292,22
313,243
182,150
52,22
399,166
231,173
255,238
332,94
415,110
22,17
199,77
52,305
140,436
310,420
74,329
222,325
32,103
423,86
19,2
55,86
164,240
336,432
303,26
159,427
332,318
162,172
147,43
274,84
272,178
363,198
123,198
357,136
468,71
81,201
288,140
3,138
134,329
302,434
52,12
0,249
200,441
475,231
272,317
104,324
373,103
408,308
3,30
183,226
296,103
357,360
162,23
476,70
216,12
13,327
433,355
184,325
358,361
302,182
118,361
162,306
16,350
32,178
412,417
211,445
349,397
48,140
453,207
3,7
342,376
319,243
165,432
4,106
433,103
324,196
363,26
231,117
123,26
122,210
388,446
170,385
352,276
102,250
314,2
112,282
336,8
6,282
442,26
284,16
338,234
242,248
183,360
432,161
193,126
37,224
362,182
99,217
279,413
199,304
266,214
26,214
43,56
405,427
31,347
52,141
48,418
75,390
250,242
478,249
279,287
240,197
66,408
475,198
451,417
6,277
190,196
211,417
250,345
282,50
74,21
279,161
32,24
8,341
356,264
55,254
112,169
98,234
344,128
398,346
52,365
39,166
122,182
42,208
63,2
145,431
343,285
164,444
435,282
436,247
394,250
387,211
181,124
38,341
162,129
399,203
268,110
374,128
0,85
240,295
297,210
165,152
426,193
57,210
284,338
412,29
172,29
112,164
4,320
380,82
196,261
140,82
379,364
232,165
139,364
348,129
396,26
442,420
13,392
