280,203
32,101
78,68
360,46
243,364
150,322
370,325
504,176
217,348
355,318
205,1
452,250
82,159
0,126
294,78
319,107
154,305
266,402
562,135
256,437
73,352
154,197
510,210
44,145
304,141
242,166
459,280
390,409
50,81
490,87
442,47
544,323
464,336
495,323
387,152
554,229
476,346
276,141
415,70
487,175
104,65
6,316
466,417
214,165
523,133
462,123
198,193
82,247
142,298
472,438
370,161
60,264
132,369
154,128
232,227
204,394
237,427
501,128
54,162
242,133
364,238
370,318
523,231
469,31
144,320
36,149
390,232
87,231
154,141
393,423
502,64
558,81
537,143
44,390
300,87
357,212
432,126
147,222
318,226
6,368
30,347
495,267
303,362
208,210
130,147
60,231
286,394
438,299
530,382
188,273
309,154
214,410
510,409
199,138
482,81
226,12
502,404
274,168
123,264
75,224
370,141
574,285
370,406
78,234
571,252
170,173
15,299
538,340
87,175
172,362
462,201
567,403
358,409
424,354
254,437
348,215
352,185
568,75
226,231
492,201
150,92
396,4
164,26
122,29
564,82
226,352
6,348
356,52
496,212
504,332
472,120
361,432
181,56
466,305
338,156
452,141
438,243
536,140
54,253
348,434
218,360
520,253
355,222
574,409
514,215
204,318
430,252
0,259
433,406
276,199
127,70
256,220
303,152
314,161
280,434
12,390
98,313
60,21
475,236
213,236
72,260
492,325
82,161
357,100
490,135
122,117
339,231
554,156
530,64
30,235
432,315
82,282
420,197
332,313
568,32
458,309
562,137
459,390
370,52
34,103
492,423
386,176
295,403
60,420
362,84
6,40
91,264
466,141
68,360
357,234
204,141
394,301
154,140
361,124
514,74
141,206
475,82
102,394
164,189
10,131
26,255
79,267
298,305
398,392
366,180
212,122
402,362
430,52
20,217
534,438
433,206
229,327
55,439
416,418
358,68
486,253
420,128
226,299
430,294
1,180
568,264
136,261
127,292
274,311
276,12
286,285
226,420
500,394
98,234
452,353
420,141
520,344
78,148
250,340
8,318
274,288
414,219
272,364
574,320
541,143
445,327
204,121
87,439
116,8
27,308
147,224
404,411
112,123
438,144
60,341
496,234
438,409
271,152
536,306
44,369
568,375
178,189
486,305
442,415
211,222
372,176
416,362
417,327
21,98
96,12
289,406
510,411
202,29
294,112
247,37
502,406
424,78
60,210
448,206
198,31
130,162
438,278
554,44
487,399
156,299
472,276
270,141
15,180
214,389
386,352
327,37
405,222
82,206
376,424
523,357
442,369
276,77
571,110
496,345
396,29
40,65
309,110
487,147
505,430
574,35
236,156
160,246
302,250
280,348
72,53
103,306
235,425
410,313
160,367
427,222
170,417
164,257
568,234
346,270
318,437
67,446
524,276
319,252
558,305
338,122
511,193
49,19
457,222
432,49
542,446
20,141
51,357
544,226
381,348
132,318
184,185
318,185
183,140
92,367
144,148
544,347
390,289
34,282
294,92
112,201
519,439
151,43
314,415
355,224
475,140
72,393
144,269
58,86
285,128
216,294
446,82
202,359
26,133
6,75
390,37
44,303
70,441
64,281
520,3
40,189
294,334
540,246
452,133
525,203
504,180
530,318
370,329
496,325
217,352
105,31
451,439
147,436
21,68
44,280
98,400
222,57
14,28
10,143
164,201
553,427
217,100
87,399
564,64
451,7
178,257
444,147
505,14
430,185
286,320
554,400
253,143
544,435
267,343
357,236
10,12
283,436
564,306
370,175
260,303
390,269
403,208
514,341
307,91
126,79
393,280
60,399
181,280
20,183
502,186
452,365
6,19
380,117
198,305
502,42
171,208
150,185
50,183
444,222
469,166
555,355
236,309
20,425
180,185
67,128
298,140
116,249
1,182
271,308
214,182
441,81
482,82
390,344
314,385
410,93
322,246
502,176
64,359
223,123
276,135
362,138
447,362
568,243
570,432
122,305
6,130
82,385
393,247
181,247
10,365
20,415
370,420
222,256
50,415
266,39
92,39
204,329
183,306
110,56
6,264
39,261
568,233
424,368
416,364
154,364
274,280
12,280
159,70
141,430
475,306
466,77
108,369
58,23
472,157
270,22
99,140
72,186
554,46
544,261
376,305
128,203
502,264
158,82
366,260
72,42
202,417
116,85
108,81
547,308
573,180
430,397
405,224
223,67
276,79
424,322
236,122
523,215
1,404
229,119
230,84
483,264
303,68
470,65
126,255
39,107
482,39
16,240
188,352
154,210
432,74
475,152
72,176
70,332
427,224
236,364
288,411
288,182
193,322
265,427
218,86
127,84
228,136
541,367
157,112
363,446
457,224
483,133
510,236
524,170
154,308
144,294
466,165
123,91
180,73
438,368
82,175
424,204
256,211
242,313
366,348
298,64
498,238
276,311
294,359
60,12
184,344
92,81
394,37
554,26
372,135
432,149
222,190
462,437
355,82
360,389
33,31
105,56
204,178
514,75
216,152
376,141
181,423
370,210
39,339
433,266
424,37
174,11
298,306
424,302
136,393
31,227
386,46
184,177
438,322
432,427
217,210
150,40
307,103
405,446
524,137
482,140
144,261
343,327
352,411
487,47
357,346
424,256
142,49
481,152
193,243
214,37
39,185
396,50
105,23
338,81
438,168
442,318
176,168
49,243
446,28
27,224
31,194
91,245
57,103
54,443
504,5
184,409
451,264
564,141
286,276
226,182
537,303
430,177
99,306
274,158
439,267
360,382
72,64
58,166
476,270
524,81
1,40
132,231
193,210
498,208
403,56
300,309
574,203
16,141
4,432
20,31
573,94
452,33
417,112
564,131
217,432
338,313
324,149
414,79
10,367
372,311
68,308
424,92
564,23
99,152
555,203
339,133
84,29
307,446
60,345
69,430
571,268
228,423
322,58
132,306
420,364
132,77
432,338
511,253
544,21
514,264
348,231
410,26
112,369
247,185
452,288
176,390
376,415
106,145
50,21
348,352
1,128
487,138
538,369
304,22
20,263
360,182
126,15
123,355
372,193
132,31
82,439
266,31
180,373
482,329
219,364
50,263
214,105
144,306
1,406
366,10
303,299
14,196
466,442
10,82
150,242
237,210
482,306
342,3
159,147
50,276
540,103
362,362
194,140
400,245
452,255
418,299
534,65
344,84
108,73
93,322
219,318
111,227
266,21
157,343
19,0
288,161
194,117
469,56
447,154
256,357
108,50
78,436
266,407
548,385
492,161
27,390
0,373
288,282
568,336
98,270
105,166
21,203
506,360
265,154
158,28
102,276
303,266
116,31
136,9
331,364
345,119
504,292
553,68
288,259
302,306
507,446
414,255
375,147
464,112
308,93
492,439
544,220
99,364
222,434
558,240
430,320
505,234
337,12
225,445
50,364
339,201
555,91
78,17
116,309
3,252
108,305
103,339
154,12
178,369
98,260
223,291
492,7
142,74
410,117
444,259
568,182
212,138
298,141
115,56
193,124
122,329
12,85
357,348
122,365
260,415
370,58
31,219
342,81
361,94
504,259
390,8
463,227
259,348
321,143
154,411
150,32
201,343
142,28
126,312
486,246
208,238
214,281
530,145
132,364
400,444
502,46
144,338
424,392
271,299
55,0
142,5
452,81
0,186
548,54
540,50
142,126
223,379
202,176
403,166
448,88
164,329
142,427
16,22
1,42
30,185
548,31
108,141
502,409
514,420
230,252
164,306
0,320
543,339
106,301
366,297
424,238
442,143
300,288
400,2
271,266
370,388
444,337
132,187
352,190
110,168
487,271
64,317
452,313
226,236
246,65
492,206
214,261
12,392
540,282
458,249
351,123
285,406
318,211
430,388
176,392
447,68
466,81
223,323
490,29
31,418
34,164
510,129
259,138
116,89
265,68
204,58
558,141
302,364
174,444
67,318
87,147
164,250
30,21
438,261
380,140
544,242
442,231
468,369
219,222
150,208
34,442
208,149
217,234
574,126
1,264
0,385
342,414
274,359
568,348
267,91
448,431
188,212
280,295
16,365
217,126
516,422
483,245
298,199
314,143
171,280
372,270
102,409
514,210
432,320
82,287
142,338
445,110
34,396
462,428
160,206
300,137
441,225
442,306
54,81
10,303
136,299
102,157
188,346
150,54
255,107
74,324
199,175
142,315
208,260
178,417
380,143
464,222
160,219
108,29
370,178
352,389
373,103
250,149
420,35
424,414
424,185
84,86
410,250
504,294
573,128
315,98
184,289
478,12
144,252
366,185
1,352
462,9
236,191
360,406
76,238
184,37
343,439
435,436
230,418
265,110
3,110
73,434
362,308
105,423
214,64
260,31
130,187
430,70
396,77
568,40
471,107
496,429
274,87
214,185
466,257
237,434
452,93
69,212
342,227
260,8
560,306
502,444
420,411
286,182
110,334
369,445
67,0
108,297
298,12
394,394
271,180
472,170
128,131
228,218
147,0
184,413
294,19
82,365
574,73
178,73
136,256
93,294
308,39
446,418
184,269
492,385
28,250
396,417
380,329
144,52
122,33
208,73
468,149
308,425
471,339
230,362
217,14
40,381
289,182
553,112
396,165
174,201
212,84
502,182
338,425
14,364
415,299
92,140
339,425
271,147
410,305
127,362
414,312
20,156
514,399
496,121
212,362
56,194
344,252
122,288
0,299
193,348
524,39
554,183
298,77
435,82
6,234
338,415
568,203
318,357
72,444
361,318
72,35
492,329
471,306
67,222
327,261
319,28
499,224
442,364
60,182
300,280
267,103
416,82
574,259
390,438
236,380
468,394
98,186
370,236
544,123
360,42
123,215
314,191
442,197
165,68
204,325
150,354
430,259
202,135
78,185
51,231
403,390
486,424
553,334
30,409
476,352
171,390
109,415
403,138
502,260
481,322
466,50
475,364
171,138
553,203
136,409
122,245
147,418
272,306
462,21
352,149
560,364
130,222
190,236
390,261
132,411
520,227
10,305
339,215
559,75
468,73
70,292
544,211
543,252
184,170
318,170
404,173
128,418
309,350
117,0
232,246
265,243
136,278
237,446
222,317
384,236
1,318
469,423
208,10
158,418
178,396
510,317
92,329
535,261
213,210
462,11
404,415
332,166
472,326
452,82
112,428
574,373
193,236
558,365
3,112
231,119
530,303
87,371
92,306
135,267
236,170
564,301
490,86
424,406
351,193
304,81
142,19
370,26
157,327
357,352
254,345
543,219
272,250
430,49
481,243
352,129
110,336
122,81
537,31
487,439
204,236
370,268
469,390
414,311
506,308
10,141
458,417
112,9
202,311
464,168
154,271
458,8
20,191
433,180
298,135
398,222
236,425
487,7
142,418
332,133
136,78
394,373
286,282
303,371
451,355
33,367
207,403
19,203
487,308
93,152
448,200
6,233
92,309
133,81
366,432
548,143
117,222
88,424
417,334
286,259
386,346
573,352
346,310
396,396
199,147
360,64
84,166
102,214
0,203
427,10
502,40
360,185
236,415
535,339
308,31
115,390
91,182
424,242
69,14
198,424
265,334
574,186
390,185
139,194
31,252
270,305
223,193
254,446
374,362
27,138
420,249
372,29
256,226
26,438
482,309
132,47
446,243
492,210
20,400
81,1
525,243
102,289
265,203
446,364
433,16
67,224
352,436
308,21
562,166
363,222
174,435
6,213
535,185
288,164
14,418
229,343
255,252
294,243
524,31
252,246
216,409
342,32
501,434
338,407
518,194
564,81
87,7
92,122
8,128
144,397
51,89
276,64
6,203
298,311
30,2
502,226
448,255
510,87
64,409
92,364
524,21
126,240
379,133
40,438
458,197
276,306
381,322
517,103
507,318
222,185
66,432
19,91
130,224
466,29
464,334
127,154
370,61
554,407
78,298
574,385
70,294
265,124
410,133
194,329
108,442
102,102
390,276
366,68
160,79
198,191
204,271
458,187
426,320
493,1
442,35
20,46
122,93
34,246
260,143
232,81
130,299
60,383
396,189
513,445
99,82
64,124
123,439
112,21
349,113
466,369
432,376
511,291
30,332
280,135
309,427
260,385
476,46
459,222
544,409
222,129
122,191
57,327
82,271
356,394
34,200
50,324
280,112
544,301
139,252
548,191
420,271
332,158
160,311
208,208
112,11
358,152
442,411
216,68
112,276
433,182
492,268
106,52
540,164
178,77
266,46
438,9
430,5
468,297
12,166
98,89
259,308
117,224
54,284
348,236
50,170
136,322
376,191
228,176
164,420
252,389
144,298
458,85
60,75
459,166
187,152
294,98
116,357
204,61
0,411
26,54
127,222
